dataset_id,subject_id,language,age_months,KL
Almoammer2013,65,Saudi,53,5
Almoammer2013,Exc-1,Saudi,36,2
Almoammer2013,Exc-10,Saudi,41,2
Almoammer2013,Exc-11,Saudi,42,1
Almoammer2013,Exc-12,Saudi,37,2
Almoammer2013,Exc-13,Saudi,38,1
Almoammer2013,Exc-14,Saudi,50,4
Almoammer2013,Exc-15,Saudi,38,0
Almoammer2013,Exc-16,Saudi,42,2
Almoammer2013,Exc-17,Saudi,42,5
Almoammer2013,Exc-18,Saudi,50,2
Almoammer2013,Exc-19,Saudi,52,2
Almoammer2013,Exc-2,Saudi,42,2
Almoammer2013,Exc-20,Saudi,46,2
Almoammer2013,Exc-21,Saudi,40,2
Almoammer2013,Exc-3,Saudi,36,2
Almoammer2013,Exc-6,Saudi,42,2
Almoammer2013,Exc-7,Saudi,45,1
Almoammer2013,Exc-8,Saudi,45,2
Almoammer2013,Exc-9,Saudi,37,0
Almoammer2013,1_BarnerMandarin1,Mandarin,34,2
Almoammer2013,5_BarnerMandarin1,Mandarin,28,3
Almoammer2013,10_BarnerMandarin1,Mandarin,35,1
Almoammer2013,13_BarnerMandarin1,Mandarin,35,3
Almoammer2013,17_BarnerMandarin1,Mandarin,32,1
Almoammer2013,22_BarnerMandarin1,Mandarin,27,2
Almoammer2013,6_BarnerMandarin1,Mandarin,25,0
Almoammer2013,9_BarnerMandarin1,Mandarin,35,3
Almoammer2013,14_BarnerMandarin1,Mandarin,36,4
Almoammer2013,18_BarnerMandarin1,Mandarin,29,0
Almoammer2013,23_BarnerMandarin1,Mandarin,36,2
Almoammer2013,3_BarnerMandarin1,Mandarin,35,1
Almoammer2013,7_BarnerMandarin1,Mandarin,34,1
Almoammer2013,12_BarnerMandarin1,Mandarin,31,2
Almoammer2013,15_BarnerMandarin1,Mandarin,22,0
Almoammer2013,19_BarnerMandarin1,Mandarin,26,0
Almoammer2013,20_BarnerMandarin1,Mandarin,29,0
Almoammer2013,24_BarnerMandarin1,Mandarin,34,4
Almoammer2013,4_BarnerMandarin1,Mandarin,35,1
Almoammer2013,8_BarnerMandarin1,Mandarin,34,0
Almoammer2013,11_BarnerMandarin1,Mandarin,26,0
Almoammer2013,16_BarnerMandarin1,Mandarin,25,0
Almoammer2013,21_BarnerMandarin1,Mandarin,30,0
Almoammer2013,25_BarnerMandarin1,Mandarin,34,1
Almoammer2013,26_BarnerMandarin1,Mandarin,27,1
Almoammer2013,27_BarnerMandarin1,Mandarin,24,1
Almoammer2013,28_BarnerMandarin1,Mandarin,32,1
Almoammer2013,29_BarnerMandarin1,Mandarin,29,1
Almoammer2013,30_BarnerMandarin1,Mandarin,29,0
Almoammer2013,31_BarnerMandarin1,Mandarin,25,2
Almoammer2013,32_BarnerMandarin1,Mandarin,25,2
Almoammer2013,1_BarnerMandarin2,Mandarin,47,5
Almoammer2013,2_BarnerMandarin2,Mandarin,47,5
Almoammer2013,6_BarnerMandarin2,Mandarin,43,5
Almoammer2013,14_BarnerMandarin2,Mandarin,37,4
Almoammer2013,24_BarnerMandarin2,Mandarin,40,2
Almoammer2013,29_BarnerMandarin2,Mandarin,36,1
Almoammer2013,3_BarnerMandarin2,Mandarin,44,1
Almoammer2013,4_BarnerMandarin2,Mandarin,37,4
Almoammer2013,5_BarnerMandarin2,Mandarin,43,5
Almoammer2013,15_BarnerMandarin2,Mandarin,42,3
Almoammer2013,28_BarnerMandarin2,Mandarin,37,4
Almoammer2013,30_BarnerMandarin2,Mandarin,36,4
Almoammer2013,7_BarnerMandarin2,Mandarin,47,5
Almoammer2013,9_BarnerMandarin2,Mandarin,43,4
Almoammer2013,11_BarnerMandarin2,Mandarin,43,5
Almoammer2013,13_BarnerMandarin2,Mandarin,48,5
Almoammer2013,22_BarnerMandarin2,Mandarin,38,4
Almoammer2013,25_BarnerMandarin2,Mandarin,39,1
Almoammer2013,8_BarnerMandarin2,Mandarin,46,2
Almoammer2013,10_BarnerMandarin2,Mandarin,45,5
Almoammer2013,12_BarnerMandarin2,Mandarin,47,0
Almoammer2013,16_BarnerMandarin2,Mandarin,46,0
Almoammer2013,21_BarnerMandarin2,Mandarin,38,4
Almoammer2013,26_BarnerMandarin2,Mandarin,40,5
Almoammer2013,1_BarnerMandarin3,Mandarin,61,5
Almoammer2013,2_BarnerMandarin3,Mandarin,60,5
Almoammer2013,13_BarnerMandarin3,Mandarin,57,5
Almoammer2013,16_BarnerMandarin3,Mandarin,53,5
Almoammer2013,17_BarnerMandarin3,Mandarin,51,2
Almoammer2013,19_BarnerMandarin3,Mandarin,49,5
Almoammer2013,7_BarnerMandarin3,Mandarin,50,5
Almoammer2013,8_BarnerMandarin3,Mandarin,55,5
Almoammer2013,9_BarnerMandarin3,Mandarin,56,5
Almoammer2013,12_BarnerMandarin3,Mandarin,55,5
Almoammer2013,21_BarnerMandarin3,Mandarin,55,5
Almoammer2013,22_BarnerMandarin3,Mandarin,59,5
Almoammer2013,3_BarnerMandarin3,Mandarin,51,5
Almoammer2013,4_BarnerMandarin3,Mandarin,58,5
Almoammer2013,6_BarnerMandarin3,Mandarin,58,5
Almoammer2013,10_BarnerMandarin3,Mandarin,49,5
Almoammer2013,18_BarnerMandarin3,Mandarin,52,5
Almoammer2013,20_BarnerMandarin3,Mandarin,57,5
Almoammer2013,5_BarnerMandarin3,Mandarin,58,5
Almoammer2013,11_BarnerMandarin3,Mandarin,60,5
Almoammer2013,14_BarnerMandarin3,Mandarin,52,5
Almoammer2013,15_BarnerMandarin3,Mandarin,53,5
Almoammer2013,23_BarnerMandarin3,Mandarin,56,5
Almoammer2013,24_BarnerMandarin3,Mandarin,52,5
BarnerChowYoungE1,4,English,36,2
BarnerChowYoungE1,5,English,35,2
BarnerChowYoungE1,6,English,33,2
BarnerChowYoungE1,7,English,35,0
BarnerChowYoungE1,8,English,33,0
BarnerChowYoungE1,9,English,33,3
BarnerChowYoungE1,10,English,34,2
BarnerChowYoungE1,10,English,30,2
BarnerChowYoungE1,11,English,35,2
BarnerChowYoungE1,12,English,40,2
BarnerChowYoungE1,13,English,38,2
BarnerChowYoungE1,14,English,34,2
BarnerChowYoungE1,15*,English,31,0
BarnerChowYoungE1,19,English,34,1
BarnerChowYoungE1,20,English,34,3
BarnerChowYoungE1,21,English,37,CP
BarnerChowYoungE1,22,English,37,1
BarnerChowYoungE1,23,English,34,CP
BarnerChowYoungE1,26,English,28,1
BarnerChowYoungE1,28,English,28,1
BarnerChowYoungE1,29,English,30,2
BarnerChowYoungE1,31,English,29,0
BarnerChowYoungE1,1,English,67,CP
BarnerChowYoungE1,3,English,55,CP
BarnerChowYoungE1,4,English,60,1
BarnerChowYoungE1,5,English,59,CP
BarnerChowYoungE1,6,English,67,CP
BarnerChowYoungE1,7,English,66,CP
BarnerChowYoungE1,8,English,56,0
BarnerChowYoungE1,9,English,44,0
BarnerChowYoungE1,10,English,41,3
BarnerChowYoungE1,11,English,39,2
BarnerChowYoungE1,12,English,41,3
BarnerChowYoungE1,13,English,39,2
BarnerChowYoungE1,14,English,41,CP
BarnerChowYoungE1,15,English,52,1
BarnerChowYoungE1,16,English,40,2
BarnerChowYoungE1,18,English,38,2
BarnerChowYoungE1,19,English,52,CP
BarnerChowYoungE1,20,English,41,2
BarnerChowYoungE1,21,English,46,1
BarnerChowYoungE1,22,English,53,CP
BarnerChowYoungE1,23,English,42,CP
BarnerChowYoungE1,24,English,52,CP
BarnerChowYoungE1,25,English,53,CP
BarnerChowYoungE1,26,English,45,2
BarnerChowYoungE1,27,English,62,CP
BarnerChowYoungE1,28,English,64,CP
BarnerChowYoungE1,29,English,66,CP
BarnerChowYoungE1,30,English,60,CP
BarnerChowYoungE1,31,English,67,CP
BarnerChowYoungE1,32,English,60,CP
BarnerChowYoungE1,33,English,64,CP
BarnerChowYoungE1,34,English,53,CP
BarnerChowYoungE1,35,English,49,CP
BarnerChowYoungE1,36,English,54,CP
BarnerChowYoungE1,37,English,52,CP
BarnerChowYoungE2,1,English,30,1
BarnerChowYoungE2,5,English,31,1
BarnerChowYoungE2,14,English,30,1
BarnerChowYoungE2,18,English,30,0
BarnerChowYoungE2,22,English,32,2
BarnerChowYoungE2,24,English,35,0
BarnerChowYoungE2,28,English,27,3
BarnerChowYoungE2,34,English,27,1
BarnerChowYoungE2,3,English,25,1
BarnerChowYoungE2,9,English,30,1
BarnerChowYoungE2,12,English,25,0
BarnerChowYoungE2,20,English,33,0
BarnerChowYoungE2,21,English,30,1
BarnerChowYoungE2,25,English,24,2
BarnerChowYoungE2,29,English,30,0
BarnerChowYoungE2,33,English,29,2
BarnerChowYoungE2,2,English,28,0
BarnerChowYoungE2,6,English,27,0
BarnerChowYoungE2,10,English,29,1
BarnerChowYoungE2,19,English,34,1
BarnerChowYoungE2,23,English,27,2
BarnerChowYoungE2,26,English,33,0
BarnerChowYoungE2,30,English,25,3
BarnerChowYoungE2,4,English,27,0
BarnerChowYoungE2,11,English,27,2
BarnerChowYoungE2,13,English,29,1
BarnerChowYoungE2,17,English,28,1
BarnerChowYoungE2,27,English,32,1
BarnerChowYoungE2,32,English,30,1
BarnerChowYoungE2,1,English,28,1
BarnerChowYoungE2,2,English,29,1
BarnerChowYoungE2,3,English,29,4
BarnerChowYoungE2,4,English,29,0
BarnerChowYoungE2,5,English,35,1
BarnerChowYoungE2,6,English,NA,2
BarnerChowYoungE2,7,English,29,2
BarnerChowYoungE2,8,English,30,2
BarnerChowYoungE2,9,English,32,1
BarnerChowYoungE2,10,English,28,2
BarnerChowYoungE2,11,English,35,1
BarnerChowYoungE2,13,English,34,0
BarnerChowYoungE2,14,English,27,0
BarnerChowYoungE2,15,English,23,2
BarnerChowYoungE2,16,English,32,1
BarnerTakasaki2009,1_BarnerJapanese1,Japanese,29,0
BarnerTakasaki2009,2_BarnerJapanese1,Japanese,29,0
BarnerTakasaki2009,3_BarnerJapanese1,Japanese,24,0
BarnerTakasaki2009,4_BarnerJapanese1,Japanese,30,0
BarnerTakasaki2009,8_BarnerJapanese2,Japanese,26,0
BarnerTakasaki2009,9_BarnerJapanese2,Japanese,24,0
BarnerTakasaki2009,10_BarnerJapanese2,Japanese,28,0
BarnerTakasaki2009,11_BarnerJapanese2,Japanese,30,0
BarnerTakasaki2009,12_BarnerJapanese2,Japanese,29,0
BarnerTakasaki2009,13_BarnerJapanese2,Japanese,26,0
BarnerTakasaki2009,14_BarnerJapanese2,Japanese,25,0
BarnerTakasaki2009,16_BarnerJapanese2,Japanese,30,0
BarnerTakasaki2009,17_BarnerJapanese2,Japanese,35,0
BarnerTakasaki2009,18_BarnerJapanese2,Japanese,36,0
BarnerTakasaki2009,19_BarnerJapanese2,Japanese,29,0
BarnerTakasaki2009,20_BarnerJapanese2,Japanese,30,0
BarnerTakasaki2009,22_BarnerJapanese2,Japanese,30,0
BarnerTakasaki2009,25_BarnerJapanese2,Japanese,28,0
BarnerTakasaki2009,26_BarnerJapanese2,Japanese,34,0
BarnerTakasaki2009,27_BarnerJapanese2,Japanese,27,0
BarnerTakasaki2009,28_BarnerJapanese2,Japanese,33,0
BarnerTakasaki2009,29_BarnerJapanese2,Japanese,24,0
BarnerTakasaki2009,30_BarnerJapanese2,Japanese,25,0
BarnerTakasaki2009,32_BarnerJapanese2,Japanese,25,0
BarnerTakasaki2009,33_BarnerJapanese2,Japanese,30,0
BarnerTakasaki2009,43_BarnerJapanese2,Japanese,42,0
BarnerTakasaki2009,68_BarnerJapanese2,Japanese,39,0
BarnerTakasaki2009,69_BarnerJapanese1,Japanese,39,0
BarnerTakasaki2009,5_BarnerJapanese1,Japanese,34,1
BarnerTakasaki2009,15_BarnerJapanese2,Japanese,31,1
BarnerTakasaki2009,47_BarnerJapanese1,Japanese,39,1
BarnerTakasaki2009,58_BarnerJapanese2,Japanese,45,1
BarnerTakasaki2009,61_BarnerJapanese1,Japanese,45,1
BarnerTakasaki2009,63_BarnerJapanese1,Japanese,45,1
BarnerTakasaki2009,67_BarnerJapanese1,Japanese,45,1
BarnerTakasaki2009,75_BarnerJapanese1,Japanese,39,1
BarnerTakasaki2009,76_BarnerJapanese2,Japanese,39,1
BarnerTakasaki2009,6_BarnerJapanese1,Japanese,32,2
BarnerTakasaki2009,23_BarnerJapanese2,Japanese,36,2
BarnerTakasaki2009,24_BarnerJapanese2,Japanese,35,2
BarnerTakasaki2009,24_BarnerJapanese1,Japanese,53,2
BarnerTakasaki2009,41_BarnerJapanese2,Japanese,40,2
BarnerTakasaki2009,42_BarnerJapanese1,Japanese,40,2
BarnerTakasaki2009,52_BarnerJapanese2,Japanese,40,2
BarnerTakasaki2009,56_BarnerJapanese2,Japanese,44,2
BarnerTakasaki2009,72_BarnerJapanese2,Japanese,36,2
BarnerTakasaki2009,7_BarnerJapanese1,Japanese,31,3
BarnerTakasaki2009,21_BarnerJapanese2,Japanese,32,3
BarnerTakasaki2009,28_BarnerJapanese1,Japanese,55,3
BarnerTakasaki2009,35_BarnerJapanese1,Japanese,49,3
BarnerTakasaki2009,44_BarnerJapanese1,Japanese,39,3
BarnerTakasaki2009,45_BarnerJapanese2,Japanese,38,3
BarnerTakasaki2009,50_BarnerJapanese2,Japanese,38,3
BarnerTakasaki2009,51_BarnerJapanese1,Japanese,38,3
BarnerTakasaki2009,53_BarnerJapanese1,Japanese,44,3
BarnerTakasaki2009,66_BarnerJapanese2,Japanese,45,3
BarnerTakasaki2009,70_BarnerJapanese2,Japanese,42,3
BarnerTakasaki2009,74_BarnerJapanese2,Japanese,37,3
BarnerTakasaki2009,1_BarnerJapanese2,Japanese,54,CP
BarnerTakasaki2009,2_BarnerJapanese2,Japanese,56,CP
BarnerTakasaki2009,3_BarnerJapanese2,Japanese,58,CP
BarnerTakasaki2009,4_BarnerJapanese2,Japanese,58,CP
BarnerTakasaki2009,5_BarnerJapanese2,Japanese,50,CP
BarnerTakasaki2009,6_BarnerJapanese2,Japanese,54,CP
BarnerTakasaki2009,8_BarnerJapanese1,Japanese,49,CP
BarnerTakasaki2009,9_BarnerJapanese1,Japanese,55,CP
BarnerTakasaki2009,10_BarnerJapanese1,Japanese,57,CP
BarnerTakasaki2009,11_BarnerJapanese1,Japanese,54,CP
BarnerTakasaki2009,12_BarnerJapanese1,Japanese,57,CP
BarnerTakasaki2009,13_BarnerJapanese1,Japanese,58,CP
BarnerTakasaki2009,14_BarnerJapanese1,Japanese,58,CP
BarnerTakasaki2009,15_BarnerJapanese1,Japanese,58,CP
BarnerTakasaki2009,16_BarnerJapanese1,Japanese,54,CP
BarnerTakasaki2009,17_BarnerJapanese1,Japanese,52,CP
BarnerTakasaki2009,18_BarnerJapanese1,Japanese,49,CP
BarnerTakasaki2009,19_BarnerJapanese1,Japanese,51,CP
BarnerTakasaki2009,20_BarnerJapanese1,Japanese,53,CP
BarnerTakasaki2009,21_BarnerJapanese1,Japanese,53,CP
BarnerTakasaki2009,22_BarnerJapanese1,Japanese,55,CP
BarnerTakasaki2009,23_BarnerJapanese1,Japanese,55,CP
BarnerTakasaki2009,25_BarnerJapanese1,Japanese,54,CP
BarnerTakasaki2009,26_BarnerJapanese1,Japanese,54,CP
BarnerTakasaki2009,27_BarnerJapanese1,Japanese,54,CP
BarnerTakasaki2009,29_BarnerJapanese1,Japanese,53,CP
BarnerTakasaki2009,31_BarnerJapanese1,Japanese,59,CP
BarnerTakasaki2009,32_BarnerJapanese1,Japanese,55,CP
BarnerTakasaki2009,33_BarnerJapanese1,Japanese,55,CP
BarnerTakasaki2009,34_BarnerJapanese2,Japanese,49,CP
BarnerTakasaki2009,36_BarnerJapanese2,Japanese,54,CP
BarnerTakasaki2009,37_BarnerJapanese1,Japanese,58,CP
BarnerTakasaki2009,48_BarnerJapanese2,Japanese,40,CP
BarnerTakasaki2009,49_BarnerJapanese1,Japanese,42,CP
BarnerTakasaki2009,54_BarnerJapanese2,Japanese,44,CP
BarnerTakasaki2009,55_BarnerJapanese1,Japanese,46,CP
BarnerTakasaki2009,57_BarnerJapanese1,Japanese,46,CP
BarnerTakasaki2009,59_BarnerJapanese1,Japanese,46,CP
BarnerTakasaki2009,60_BarnerJapanese2,Japanese,48,CP
BarnerTakasaki2009,62_BarnerJapanese2,Japanese,44,CP
BarnerTakasaki2009,64_BarnerJapanese2,Japanese,46,CP
BarnerTakasaki2009,65_BarnerJapanese1,Japanese,48,CP
BarnerTakasaki2009,71_BarnerJapanese1,Japanese,41,CP
BarnerTakasaki2009,73_BarnerJapanese1,Japanese,40,CP
BarnerTakasaki2009,77_BarnerJapanese1,Japanese,47,CP
BarnerTakasaki2009,78_BarnerJapanese2,Japanese,48,CP
Marusic2016,_-T-13032015,Slovenian_dual,52,2
Marusic2016,02042015-_A-_,Slovenian_dual,39,2
Marusic2016,02042015-A-V,Slovenian_dual,46,5
Marusic2016,02042015-AL-V,Slovenian_dual,43,2
Marusic2016,02042015-AN-_,Slovenian_dual,37,1
Marusic2016,02042015-B-V,Slovenian_dual,41,5
Marusic2016,02042015-G-V,Slovenian_dual,54,5
Marusic2016,02042015-LIJA-_,Slovenian_dual,38,1
Marusic2016,02042015-M-V,Slovenian_dual,41,2
Marusic2016,02042015-MAT-_,Slovenian_dual,29,1
Marusic2016,02042015-MI-_,Slovenian_dual,33,1
Marusic2016,02042015-N-V,Slovenian_dual,36,2
Marusic2016,02042015-NEJ-_,Slovenian_dual,40,2
Marusic2016,02042015-T-V,Slovenian_dual,51,3
Marusic2016,02042015-Tad-_,Slovenian_dual,34,0
Marusic2016,02042015-TIN-_,Slovenian_dual,31,2
Marusic2016,02042015-TJ-V,Slovenian_dual,51,2
Marusic2016,02042015-ULA-_,Slovenian_dual,38,2
Marusic2016,02042015-Val-_,Slovenian_dual,32,1
Marusic2016,05032015-_-T,Slovenian_dual,55,5
Marusic2016,05032015-_-T,Slovenian_dual,58,2
Marusic2016,05032015-A-T,Slovenian_dual,60,5
Marusic2016,05032015-A-V,Slovenian_dual,59,3
Marusic2016,05032015-AK-T,Slovenian_dual,57,5
Marusic2016,05032015-AM-V,Slovenian_dual,45,2
Marusic2016,05032015-Do-T,Slovenian_dual,44,5
Marusic2016,05032015-E-T,Slovenian_dual,41,2
Marusic2016,05032015-F-V,Slovenian_dual,40,2
Marusic2016,05032015-J-V,Slovenian_dual,26,0
Marusic2016,05032015-JJ-V,Slovenian_dual,25,0
Marusic2016,05032015-K-T,Slovenian_dual,59,5
Marusic2016,05032015-Ka-T,Slovenian_dual,41,0
Marusic2016,05032015-L-T,Slovenian_dual,42,5
Marusic2016,05032015-L-V,Slovenian_dual,28,1
Marusic2016,05032015-La-T,Slovenian_dual,52,5
Marusic2016,05032015-LA-V,Slovenian_dual,40,2
Marusic2016,05032015-M-T,Slovenian_dual,54,5
Marusic2016,05032015-Ma-T,Slovenian_dual,59,2
Marusic2016,05032015-MaP-T,Slovenian_dual,54,5
Marusic2016,05032015-N-T,Slovenian_dual,57,5
Marusic2016,05032015-Ne-T,Slovenian_dual,54,5
Marusic2016,05032015-NE-V,Slovenian_dual,32,0
Marusic2016,05032015-NL-V,Slovenian_dual,50,5
Marusic2016,05032015-R-V,Slovenian_dual,50,2
Marusic2016,05032015-RO-V,Slovenian_dual,56,5
Marusic2016,05032015-T-T,Slovenian_dual,60,5
Marusic2016,05032015-T-V,Slovenian_dual,53,5
Marusic2016,05032015-Ti-T,Slovenian_dual,46,2
Marusic2016,05032015-U-T,Slovenian_dual,54,5
Marusic2016,05032015-V-V,Slovenian_dual,58,5
Marusic2016,05032015-VI-V,Slovenian_dual,28,1
Marusic2016,13022015-Ti-V,Slovenian_dual,52,2
Marusic2016,13032015-K-_,Slovenian_dual,37,1
Marusic2016,16042015-_-_,Slovenian_dual,30,1
Marusic2016,16042015-G-V,Slovenian_dual,32,2
Marusic2016,16042015-J-V,Slovenian_dual,30,1
Marusic2016,16042015-KA-V,Slovenian_dual,34,1
Marusic2016,16042015-M-V,Slovenian_dual,27,0
Marusic2016,16042015-T-_,Slovenian_dual,35,1
Marusic2016,A-_-13032015,Slovenian_dual,37,2
Marusic2016,A-V-13022015,Slovenian_dual,44,5
Marusic2016,B-V-13022015,Slovenian_dual,38,2
Marusic2016,E-_-13032015,Slovenian_dual,36,0
Marusic2016,EL-T-13032015,Slovenian_dual,51,5
Marusic2016,EM-T-13032015,Slovenian_dual,32,0
Marusic2016,ER-T-13032015,Slovenian_dual,51,5
Marusic2016,G-_-13032015,Slovenian_dual,45,2
Marusic2016,J-T-13032015,Slovenian_dual,37,2
Marusic2016,L-T-13032015,Slovenian_dual,58,5
Marusic2016,L-V-13022015,Slovenian_dual,44,2
Marusic2016,M-_-13032015,Slovenian_dual,33,1
Marusic2016,M-V-13022015,Slovenian_dual,50,5
Marusic2016,MA-_-13032015,Slovenian_dual,28,0
Marusic2016,MO-_-13032015,Slovenian_dual,28,0
Marusic2016,NE-_-13032015,Slovenian_dual,37,2
Marusic2016,NI-_-13032015,Slovenian_dual,34,1
Marusic2016,P-T-13032015,Slovenian_dual,35,2
Marusic2016,S-V-13022015,Slovenian_dual,39,2
Marusic2016,T-V-13022015,Slovenian_dual,41,2
Marusic2016,TA-V-13022015,Slovenian_dual,59,3
Marusic2016,TB-V-13022015,Slovenian_dual,44,2
Marusic2016,060412-A-V,Slovenian_dual,26,1
Marusic2016,060412-B-V,Slovenian_dual,36,1
Marusic2016,060412-N-V,Slovenian_dual,30,2
Marusic2016,070612-C-V,Slovenian_dual,35,2
Marusic2016,070612-E-V,Slovenian_dual,35,2
Marusic2016,070612-J-V,Slovenian_dual,36,3
Marusic2016,080712-IA-V,Slovenian_dual,49,5
Marusic2016,080712-J-V,Slovenian_dual,41,2
Marusic2016,090112-N-V,Slovenian_dual,38,2
Marusic2016,090112-U-V,Slovenian_dual,36,2
Marusic2016,090112-Z-V,Slovenian_dual,38,2
Marusic2016,110612-D-V,Slovenian_dual,53,2
Marusic2016,110612-L-V,Slovenian_dual,48,2
Marusic2016,110612-M-V,Slovenian_dual,48,3
Marusic2016,110612-MP-V,Slovenian_dual,54,3
Marusic2016,110612-N-V,Slovenian_dual,48,5
Marusic2016,110612-P-V,Slovenian_dual,52,5
Marusic2016,110612-V-V,Slovenian_dual,47,2
Marusic2016,120612-?-V,Slovenian_dual,48,2
Marusic2016,120612-Z-V,Slovenian_dual,39,4
Marusic2016,140212-M1-V,Slovenian_dual,40,5
Marusic2016,140212-V-V,Slovenian_dual,33,1
Marusic2016,140612-M-V,Slovenian_dual,36,2
Marusic2016,140612-V-V,Slovenian_dual,30,0
Marusic2016,140612-Z-V,Slovenian_dual,35,2
Marusic2016,160112-J-V,Slovenian_dual,29,0
Marusic2016,160112-K-V,Slovenian_dual,51,2
Marusic2016,160112-M-V,Slovenian_dual,50,2
Marusic2016,160112-M1-V,Slovenian_dual,50,5
Marusic2016,160112-S-V,Slovenian_dual,30,0
Marusic2016,160112-S1-V,Slovenian_dual,49,5
Marusic2016,160112-T-V,Slovenian_dual,52,2
Marusic2016,160112-Z-V,Slovenian_dual,33,1
Marusic2016,170112-B-V,Slovenian_dual,28,2
Marusic2016,170112-B1-V,Slovenian_dual,58,5
Marusic2016,170112-K1-V,Slovenian_dual,39,2
Marusic2016,170112-L-V,Slovenian_dual,52,2
Marusic2016,170112-M2-V,Slovenian_dual,41,2
Marusic2016,170112-N-V,Slovenian_dual,30,2
Marusic2016,170112-N1-V,Slovenian_dual,36,4
Marusic2016,180112-Ii-V,Slovenian_dual,48,2
Marusic2016,180112-J-V,Slovenian_dual,45,5
Marusic2016,180112-L-V,Slovenian_dual,45,4
Marusic2016,180112-T-V,Slovenian_dual,41,2
Marusic2016,200112-A-V,Slovenian_dual,40,0
Marusic2016,200112-E-V,Slovenian_dual,42,5
Marusic2016,200112-L-V,Slovenian_dual,41,2
Marusic2016,200112-L1-V,Slovenian_dual,45,2
Marusic2016,200112-M-V,Slovenian_dual,44,2
Marusic2016,200112-N-V,Slovenian_dual,37,2
Marusic2016,200112-P-V,Slovenian_dual,48,5
Marusic2016,200112-V-V,Slovenian_dual,37,3
Marusic2016,220312-B-V,Slovenian_dual,30,2
Marusic2016,220312-M-V,Slovenian_dual,33,0
Marusic2016,220312-T-V,Slovenian_dual,32,1
Marusic2016,220512-I-V,Slovenian_dual,29,2
Marusic2016,220512-K-V,Slovenian_dual,32,2
Marusic2016,220512-M-V,Slovenian_dual,32,2
Marusic2016,220512-P-V,Slovenian_dual,31,1
Marusic2016,220512-T-V,Slovenian_dual,28,1
Marusic2016,220512-V-V,Slovenian_dual,26,0
Marusic2016,260612-AV,Slovenian_dual,44,5
Marusic2016,260612-J-V,Slovenian_dual,29,1
Marusic2016,260612-N-V,Slovenian_dual,26,0
Marusic2016,260612-T-V,Slovenian_dual,44,5
Marusic2016,280212-G-V,Slovenian_dual,29,1
Marusic2016,280612-J-V,Slovenian_dual,27,2
Marusic2016,280612-S-V,Slovenian_dual,36,2
Marusic2016,03042014-_-T,Slovenian_nonDual,40,2
Marusic2016,03042014-_A-T,Slovenian_nonDual,40,1
Marusic2016,03042014-A-L,Slovenian_nonDual,33,1
Marusic2016,03042014-A-T,Slovenian_nonDual,40,2
Marusic2016,03042014-AN-L,Slovenian_nonDual,28,0
Marusic2016,03042014-E-L,Slovenian_nonDual,28,1
Marusic2016,03042014-I-L,Slovenian_nonDual,34,2
Marusic2016,03042014-J-T,Slovenian_nonDual,43,2
Marusic2016,03042014-K-T,Slovenian_nonDual,48,2
Marusic2016,03042014-N-L,Slovenian_nonDual,28,0
Marusic2016,03042014-NI-L,Slovenian_nonDual,34,0
Marusic2016,03042014-NIVES-L,Slovenian_nonDual,36,1
Marusic2016,03042014-T-L,Slovenian_nonDual,37,1
Marusic2016,03042014-T-T,Slovenian_nonDual,43,1
Marusic2016,03042014-TA-L,Slovenian_nonDual,30,1
Marusic2016,03042014-TI-L,Slovenian_nonDual,34,1
Marusic2016,03042014-Z-L,Slovenian_nonDual,33,2
Marusic2016,03042014-Z-T,Slovenian_nonDual,46,0
Marusic2016,11042014-_-S,Slovenian_nonDual,47,1
Marusic2016,11042014-_-T,Slovenian_nonDual,26,0
Marusic2016,11042014-_-T,Slovenian_nonDual,31,1
Marusic2016,11042014-B-S,Slovenian_nonDual,51,5
Marusic2016,11042014-D-S,Slovenian_nonDual,58,5
Marusic2016,11042014-D-T,Slovenian_nonDual,27,1
Marusic2016,11042014-IV-S,Slovenian_nonDual,54,2
Marusic2016,11042014-JA-S,Slovenian_nonDual,58,5
Marusic2016,11042014-M-S,Slovenian_nonDual,59,5
Marusic2016,11042014-M-T,Slovenian_nonDual,35,1
Marusic2016,11042014-MA-T,Slovenian_nonDual,34,2
Marusic2016,11042014-P-S,Slovenian_nonDual,56,5
Marusic2016,11042014-T-S,Slovenian_nonDual,59,5
Marusic2016,11042014-T-T,Slovenian_nonDual,30,1
Marusic2016,11042014-TI-S,Slovenian_nonDual,51,5
Marusic2016,11042014-V-S,Slovenian_nonDual,50,3
Marusic2016,16052014-_-R,Slovenian_nonDual,29,0
Marusic2016,16052014-E-R,Slovenian_nonDual,48,5
Marusic2016,16052014-F-S,Slovenian_nonDual,58,5
Marusic2016,16052014-K-S,Slovenian_nonDual,58,3
Marusic2016,16052014-L-S,Slovenian_nonDual,59,5
Marusic2016,16052014-M-S,Slovenian_nonDual,37,1
Marusic2016,16052014-MS-R,Slovenian_nonDual,35,2
Marusic2016,16052014-N-R,Slovenian_nonDual,37,1
Marusic2016,16052014-N-S,Slovenian_nonDual,29,1
Marusic2016,16052014-SB-R,Slovenian_nonDual,25,0
Marusic2016,16052014-T-R,Slovenian_nonDual,27,0
Marusic2016,16052014-T-S,Slovenian_nonDual,38,2
Marusic2016,16052014-V-R,Slovenian_nonDual,46,5
Marusic2016,18042014-_-S,Slovenian_nonDual,49,1
