dataset_id,subject_id,language,age_months,KL
Boni20xx_random,66,Tsimane,60,NA
Boni20xx_random,67,Tsimane,96,NA
Boni20xx_random,69,Tsimane,96,NA
Boni20xx_random,70,Tsimane,84,NA
Boni20xx_random,71,Tsimane,84,NA
Boni20xx_random,73,Tsimane,84,NA
Boni20xx_random,74,Tsimane,72,NA
Boni20xx_random,75,Tsimane,96,NA
Boni20xx_random,76,Tsimane,84,NA
Boni20xx_random,77,Tsimane,84,NA
Boni20xx_random,81,Tsimane,96,NA
Boni20xx_random,82,Tsimane,96,NA
Boni20xx_random,83,Tsimane,72,NA
Boni20xx_random,88,Tsimane,72,NA
Boni20xx_random,89,Tsimane,96,NA
Boni20xx_random,90,Tsimane,96,NA
Boni20xx_random,91,Tsimane,84,NA
Boni20xx_random,92,Tsimane,72,NA
Boni20xx_random,93,Tsimane,96,NA
Boni20xx_random,94,Tsimane,96,NA
Boni20xx_random,95,Tsimane,72,NA
Boni20xx_random,96,Tsimane,72,NA
Boni20xx_random,97,Tsimane,84,NA
Boni20xx_random,98,Tsimane,72,NA
Boni20xx_random,99,Tsimane,84,NA
Boni20xx_random,100,Tsimane,60,NA
Boni20xx_random,101,Tsimane,72,NA
Boni20xx_random,102,Tsimane,60,NA
Boni20xx_random,103,Tsimane,60,NA
Boni20xx_random,104,Tsimane,60,NA
Boni20xx_random,105,Tsimane,48,NA
Boni20xx_random,106,Tsimane,48,NA
Boni20xx_random,107,Tsimane,84,NA
Boni20xx_random,108,Tsimane,72,NA
Boni20xx_random,109,Tsimane,72,NA
Boni20xx_random,110,Tsimane,84,NA
Boni20xx_random,111,Tsimane,84,NA
Boni20xx_random,112,Tsimane,132,NA
Boni20xx_random,127,Tsimane,72,NA
Boni20xx_random,128,Tsimane,96,NA
Boni20xx_random,129,Tsimane,48,NA
Boni20xx_random,130,Tsimane,60,NA
Boni20xx_random,131,Tsimane,72,NA
SchneiderBarner_2020,011519-AS,English,49,CP
SchneiderBarner_2020,011519-R,English,47,4
SchneiderBarner_2020,011519-AC,English,43,4
SchneiderBarner_2020,011519-VF,English,51,CP
SchneiderBarner_2020,011619-TH,English,46,CP
SchneiderBarner_2020,011619-AG,English,43,4
SchneiderBarner_2020,011619-MA,English,39,2
SchneiderBarner_2020,011619-JR,English,61,CP
SchneiderBarner_2020,012419-EK,English,48,3
SchneiderBarner_2020,012419-EC,English,48,4
SchneiderBarner_2020,012419-MM,English,52,CP
SchneiderBarner_2020,012419-SC,English,55,CP
SchneiderBarner_2020,012419-CC,English,44,3
SchneiderBarner_2020,012419-RS,English,40,4
SchneiderBarner_2020,012419-RV,English,53,CP
SchneiderBarner_2020,012519-ML,English,44,1
SchneiderBarner_2020,012819-DS,English,45,CP
SchneiderBarner_2020,020619-DG,English,54,CP
SchneiderBarner_2020,020619-JG,English/Portugese,50,CP
SchneiderBarner_2020,020619-DH,English,56,CP
SchneiderBarner_2020,020619-TF,English,56,CP
SchneiderBarner_2020,020619-RA,English,59,CP
SchneiderBarner_2020,020619-AS,English,39,3
SchneiderBarner_2020,020619-CH,English,59,CP
SchneiderBarner_2020,020619-LG,English,40,CP
SchneiderBarner_2020,020619-CL,English,43,CP
SchneiderBarner_2020,020619-KL,English,46,CP
SchneiderBarner_2020,020719-WB,English,47,CP
SchneiderBarner_2020,012919-C2,English,49,CP
SchneiderBarner_2020,020819-SH,English,49,2
SchneiderBarner_2020,021119-AA,English,49,CP
SchneiderBarner_2020,021119-JR,English,60,CP
SchneiderBarner_2020,021119-ON,English,61,CP
SchneiderBarner_2020,021119-KO,English,53,CP
SchneiderBarner_2020,021119-LW,English,52,3
SchneiderBarner_2020,021119-EB,English,51,CP
SchneiderBarner_2020,021119-MM,English,44,CP
SchneiderBarner_2020,021219-KT,English/French,43,CP
SchneiderBarner_2020,021319-WB,English,47,3
SchneiderBarner_2020,021319-KO,English,37,2
SchneiderBarner_2020,021319-CH,English,55,CP
SchneiderBarner_2020,021319-AU,English/Spanish,42,2
SchneiderBarner_2020,021319-AM,English,42,2
SchneiderBarner_2020,021419-DP,English,45,1
SchneiderBarner_2020,022019-DR,English,45,CP
SchneiderBarner_2020,021919-IP,English,54,4
SchneiderBarner_2020,021919-AG,English,53,CP
SchneiderBarner_2020,021919-JJ,English,58,CP
SchneiderBarner_2020,021919-BS,English,57,CP
SchneiderBarner_2020,021919-ZM,English,53,CP
SchneiderBarner_2020,021919-EL,English,42,CP
SchneiderBarner_2020,021919-WD,English,48,CP
SchneiderBarner_2020,021919-FO,English,58,CP
SchneiderBarner_2020,021919-PK,English,58,CP
SchneiderBarner_2020,021919-AS,English,48,CP
SchneiderBarner_2020,021919-PW,English,50,1
SchneiderBarner_2020,021919-MW,English,44,1
SchneiderBarner_2020,021919-AY,English,44,3
SchneiderBarner_2020,022019-LB,English,53,CP
SchneiderBarner_2020,022019-EP,English,40,4
SchneiderBarner_2020,022019-JN,English,55,CP
SchneiderBarner_2020,022019-ZP,English,40,4
SchneiderBarner_2020,022019-MK,English,51,CP
SchneiderBarner_2020,022219-RR,English,47,1
SchneiderBarner_2020,022219-BR,English,47,1
SchneiderBarner_2020,022219-AB,English,47,1
SchneiderBarner_2020,022219-JF,English,37,1
SchneiderBarner_2020,022219-EL,English,42,CP
SchneiderBarner_2020,022219-A,English,39,CP
SchneiderBarner_2020,022219-BW,English,47,4
SchneiderBarner_2020,022219-ZA,English,59,CP
SchneiderBarner_2020,022519-SW,English,47,2
SchneiderBarner_2020,022619-AY,English,42,2
SchneiderBarner_2020,022619-O1,English,44,5
SchneiderBarner_2020,030419-SS,English,50,CP
SchneiderBarner_2020,030119-RH,English,45,2
SchneiderBarner_2020,022519-B,English,43,2
SchneiderBarner_2020,022519-ER,English,36,1
SchneiderBarner_2020,022519-EW,English,58,CP
SchneiderBarner_2020,022519-EY,English,59,CP
SchneiderBarner_2020,022519-KT,English,59,CP
SchneiderBarner_2020,022519-LD1,English,39,2
SchneiderBarner_2020,022519-R,English,50,CP
SchneiderBarner_2020,022519-SS,English,44,CP
SchneiderBarner_2020,022619-T,English,41,2
SchneiderBarner_2020,030519-S1,English,49,CP
SchneiderBarner_2020,030519-K1,English,43,3
SchneiderBarner_2020,022519-TD,English,47,4
SchneiderBarner_2020,022519-W,English,56,5
SchneiderBarner_2020,022619-AB,English,53,CP
SchneiderBarner_2020,022619-AT,English,50,CP
SchneiderBarner_2020,022619-CH,English,41,3
SchneiderBarner_2020,022619-ER,English,50,2
SchneiderBarner_2020,022619-JM,English,39,2
SchneiderBarner_2020,022619-NT,English,53,4
SchneiderBarner_2020,022719-CL,English,41,2
SchneiderBarner_2020,022719-HA,English,57,CP
SchneiderBarner_2020,022719-HF,English,51,CP
SchneiderBarner_2020,022719-J,English,44,2
SchneiderBarner_2020,022719-LB,English,54,CP
SchneiderBarner_2020,022719-PL,English,45,2
SchneiderBarner_2020,022719-SW,English,43,2
SchneiderBarner_2020,022819-AH,English,44,3
SchneiderBarner_2020,022819-AM,English,38,2
SchneiderBarner_2020,022819-AM2,English,43,4
SchneiderBarner_2020,022819-BT,English,41,2
SchneiderBarner_2020,022819-H,English,38,0
SchneiderBarner_2020,022819-HP,English,43,2
SchneiderBarner_2020,022819-IS,English,45,1
SchneiderBarner_2020,022819-OB,English,43,CP
SchneiderBarner_2020,022819-SD,English,54,2
SchneiderBarner_2020,022819-ZF,English,40,2
SchneiderBarner_2020,030119-AD,English,44,CP
SchneiderBarner_2020,030119-B1,English,51,4
SchneiderBarner_2020,030119-B2,English,47,2
SchneiderBarner_2020,030119-H,English,39,2
SchneiderBarner_2020,030119-HG,English,50,3
SchneiderBarner_2020,030119-HR,English,46,2
SchneiderBarner_2020,030119-JT,English,61,4
SchneiderBarner_2020,030119-L,English,47,3
SchneiderBarner_2020,030119-S,English,43,CP
SchneiderBarner_2020,030119-S2,English,38,1
SchneiderBarner_2020,030119-SW,English,41,CP
SchneiderBarner_2020,030419-H,English,47,3
SchneiderBarner_2020,030419-I,English,52,CP
SchneiderBarner_2020,030419-KM,English,42,2
SchneiderBarner_2020,030419-LM,English,39,3
SchneiderBarner_2020,030419-LP,English,42,4
SchneiderBarner_2020,030419-OH,English,49,3
SchneiderBarner_2020,030519-A,English,42,0
SchneiderBarner_2020,030519-B,English,52,5
SchneiderBarner_2020,030519-JH,English,46,CP
SchneiderBarner_2020,030519-K,English,40,1
SchneiderBarner_2020,030519-O,English,40,0
SchneiderBarner_2020,030519-OB2,English,42,1
SchneiderBarner_2020,031819-PM,English,38,CP
SchneiderBarner_2020,031819-IG,English,36,CP
SchneiderBarner_2020,031519-C,English,52,CP
SchneiderBarner_2020,032619-ZS,English,53,CP
SchneiderBarner_2020,032619-B,English,47,CP
SchneiderBarner_2020,032519-V,English,44,CP
SchneiderBarner_2020,032119-CR,English,49,CP
SchneiderBarner_2020,032119-M,English,56,CP
SchneiderBarner_2020,032519-T,English,45,CP
SchneiderBarner_2020,032619-CJ,English,41,CP
SchneiderBarner_20xx,100519-E2,English,39,CP
SchneiderBarner_20xx,100619-G,English,51,CP
SchneiderBarner_20xx,100619-LY,English,38,2
SchneiderBarner_20xx,100619-J,English,44,3
SchneiderBarner_20xx,100619-EV,English,39,CP
SchneiderBarner_20xx,101419-AR,English,56,CP
SchneiderBarner_20xx,101419-CP,English,43,2
SchneiderBarner_20xx,101919-MW,English,47,CP
SchneiderBarner_20xx,101919-MN,English,47,CP
SchneiderBarner_20xx,101919-E,English,60,CP
SchneiderBarner_20xx,101919-SL,English,55,3
SchneiderBarner_20xx,102719-I,English,56,CP
SchneiderBarner_20xx,102619-M,English,49,CP
SchneiderBarner_20xx,102619-H,English,53,CP
SchneiderBarner_20xx,102719-E,English,53,CP
SchneiderBarner_20xx,110219-LC,English,41,CP
SchneiderBarner_20xx,110219-KS,English,52,4
SchneiderBarner_20xx,110219-MH,English,58,CP
SchneiderBarner_20xx,110319-A,English,41,3
SchneiderBarner_20xx,110219-K,English,55,CP
SchneiderBarner_20xx,110219-G,English,52,CP
SchneiderBarner_20xx,110219-MR,English,51,CP
SchneiderBarner_20xx,110219-ZL,English,52,CP
SchneiderBarner_20xx,111019-L,English,52,3
SchneiderBarner_20xx,111019-M,English,54,CP
SchneiderBarner_20xx,111019-C,English,38,CP
SchneiderBarner_20xx,112219-D,English,59,CP
SchneiderBarner_20xx,112219-F,English,52,2
SchneiderBarner_20xx,112219-L,English,50,3
SchneiderBarner_20xx,112219-E,English,55,CP
SchneiderBarner_20xx,112319-NM,English,44,CP
SchneiderBarner_20xx,112319-LM,English,44,4
SchneiderBarner_20xx,112319-A,English,60,CP
SchneiderBarner_20xx,112319-LD,English,56,CP
SchneiderBarner_20xx,112319-J,English,39,2
SchneiderBarner_20xx,112319-LW,English,41,1
SchneiderBarner_20xx,102619-NI,English,49,CP
SchneiderBarner_20xx,112419-W,English,47,CP
SchneiderBarner_20xx,113019-K,English,44,CP
SchneiderBarner_20xx,113019-G,English,52,CP
SchneiderBarner_20xx,113019-M,English,54,3
SchneiderBarner_20xx,113019-LK,English,61,CP
SchneiderBarner_20xx,113019-S2,English,48,CP
SchneiderBarner_20xx,113019-MD,English,53,CP
SchneiderBarner_20xx,112119-LM,English,38,2
SchneiderBarner_20xx,112119-SK,English,55,0
SchneiderBarner_20xx,112119-ZM,English,40,2
SchneiderBarner_20xx,112119-RM,English,51,CP
SchneiderBarner_20xx,112619-NM,English,52,CP
SchneiderBarner_20xx,112619-NiM,English,51,CP
SchneiderBarner_20xx,112619-LG,English,50,CP
SchneiderBarner_20xx,112619-AS,English,49,4
SchneiderBarner_20xx,121519-GG,English,46,CP
SchneiderBarner_20xx,11220-I,English,51,CP
SchneiderBarner_20xx,11220-B (no video),English,59,CP
SchneiderBarner_20xx,11920-NP,English,37,2
SchneiderBarner_20xx,11920-G,English,40,CP
SchneiderBarner_20xx,11920-R,English,56,CP
SchneiderBarner_20xx,12620-Z,English,54,CP
SchneiderBarner_20xx,12620-J,English,47,5K
SchneiderBarner_20xx,12620-H,English,53,CP
SchneiderBarner_20xx,12620-H2,English,48,CP
SchneiderBarner_20xx,12620-L,English,49,4K
SchneiderBarner_20xx,2220-A,English,46,CP
SchneiderBarner_20xx,2220-I,English,59,CP
SchneiderBarner_20xx,2220-P,English,39,CP
SchneiderBarner_20xx,020520-JB,English,43,1
SchneiderBarner_20xx,020520-AM,English,45,Non
SchneiderBarner_20xx,020520-EM,English,44,3
SchneiderBarner_20xx,020520-DE,English,46,3
SchneiderBarner_20xx,020520-EMH,English,48,1
SchneiderBarner_20xx,020520-JB2,English,38,3
SchneiderBarner_20xx,020520-DL,English,47,Non
SchneiderBarner_20xx,020520-JZ,English,46,1
SchneiderBarner_20xx,020520-SJ,English,48,Non
SchneiderBarner_20xx,020520-EC,English,57,CP
SchneiderBarner_20xx,020520-AS,English,60,CP
SchneiderBarner_20xx,020720-Q,English,59,CP
SchneiderBarner_20xx,020720-J,English,52,CP
SchneiderBarner_20xx,020720-T,English,47,CP
SchneiderBarner_20xx,020720-T2,English,53,CP
SchneiderBarner_20xx,020720-K,English,61,CP
SchneiderBarner_20xx,020720-E,English,56,CP
SchneiderBarner_20xx,020720-JO,English,49,4
SchneiderBarner_20xx,020720-AM,English,47,2
SchneiderBarner_20xx,020720-LM,English,49,5
SchneiderBarner_20xx,020720-TS,English,47,4
SchneiderBarner_20xx,020720-CVC,English,65,CP
SchneiderBarner_20xx,020720-SJ,English,52,CP
SchneiderBarner_20xx,020720-PT,English,56,CP
SchneiderEtAl_20xx,022619-ER,English,36,1
SchneiderEtAl_20xx,022619-LD,English,39,2
SchneiderEtAl_20xx,022619-LR,English,33,1
SchneiderEtAl_20xx,022619-RG,English,35,1
SchneiderEtAl_20xx,022619-T,English,41,2
SchneiderEtAl_20xx,022619-D,English,32,3
SchneiderEtAl_20xx,022719-B,English,43,2
SchneiderEtAl_20xx,022719-CH,English,41,3
SchneiderEtAl_20xx,022719-CL,English,41,1
SchneiderEtAl_20xx,022719-J,English,44,3
SchneiderEtAl_20xx,022719-JM,English,39,2
SchneiderEtAl_20xx,022719-M,English,36,3
SchneiderEtAl_20xx,022719-PL,English,45,2
SchneiderEtAl_20xx,022719-SW,English,43,2
SchneiderEtAl_20xx,022819-ED,English,34,1
SchneiderEtAl_20xx,022819-AH,English,44,3
SchneiderEtAl_20xx,022819-AM,English,38,3
SchneiderEtAl_20xx,022819-AM2,English,43,CP
SchneiderEtAl_20xx,022819-BT,English,41,2
SchneiderEtAl_20xx,022819-H,English,38,1
SchneiderEtAl_20xx,022819-HP,English,43,3
SchneiderEtAl_20xx,022819-ZF,English,40,2
SchneiderEtAl_20xx,030119-AD,English,44,CP
SchneiderEtAl_20xx,030119-B,English,47,2
SchneiderEtAl_20xx,030119-HR,English,46,2
SchneiderEtAl_20xx,030119-L,English,47,3
SchneiderEtAl_20xx,030119-S,English,42,CP
SchneiderEtAl_20xx,030119-S2,"English, French",38,1
SchneiderEtAl_20xx,030119-SW,English,41,CP
SchneiderEtAl_20xx,030419-A,English,33,1
SchneiderEtAl_20xx,030419-F,English,33,1
SchneiderEtAl_20xx,030419-H,English,47,3
SchneiderEtAl_20xx,030419-LM,English,39,3
SchneiderEtAl_20xx,030419-OH,English,49,2
SchneiderEtAl_20xx,030519-JH,English,46,CP
SchneiderEtAl_20xx,030519-K,English,40,1
SchneiderEtAl_20xx,030519-OB1,English,42,2
SchneiderEtAl_20xx,030519-OB2,English,42,2
SchneiderEtAl_20xx,030519-OB3,English,44,CP
SchneiderEtAl_20xx,030619-E,English,41,2
SchneiderEtAl_20xx,030619-J,English,49,1
SchneiderEtAl_20xx,030619-K,English,36,1
SchneiderEtAl_20xx,030619-L,English,43,1
SchneiderEtAl_20xx,030619-L2,English,39,1
SchneiderEtAl_20xx,030619-M,English,44,1
SchneiderEtAl_20xx,030619-M2,English,45,CP
SchneiderEtAl_20xx,030619-M3,English,41,3
SchneiderEtAl_20xx,030619-Q,English,43,CP
SchneiderEtAl_20xx,030619-S,English,27,1
SchneiderEtAl_20xx,030619-T,"English, French",46,4
SchneiderEtAl_20xx,030719-HM,English,48,CP
SchneiderEtAl_20xx,031219-RM,English,43,CP
SchneiderEtAl_20xx,031819-MS,English,48,CP
SchneiderEtAl_20xx,031819-IG,English,36,CP
SchneiderEtAl_20xx,031819-PM,English,38,CP
SchneiderEtAl_20xx,032519-T,English,45,CP
SchneiderEtAl_20xx,032519-V,English,44,CP
SchneiderEtAl_20xx,032619-D,English,36,CP
SchneiderEtAl_20xx,032619-B,English,47,CP
SchneiderEtAl_20xx,032619-E,"English, Spanish",45,2
SchneiderEtAl_20xx,032619-W,English,42,2
SchneiderEtAl_20xx,032619-G,English,37,1
SchneiderEtAl_20xx,032719-G,English,46,CP
SchneiderEtAl_20xx,032919-C,"English, Mandarin",39,2
SchneiderEtAl_20xx,032919-W,English,36,1
SchneiderEtAl_20xx,032919-K,English,44,2
SchneiderEtAl_20xx,040319-M,English,41,CP
SchneiderEtAl_20xx,040219-NS,English,44,CP
SchneiderEtAl_20xx,040219-JQ,English,43,3
SchneiderEtAl_20xx,040219-AT,English,43,4
SchneiderEtAl_20xx,040219-A,English,43,3
SchneiderEtAl_20xx,041719-MS,English,38,CP
SchneiderEtAl_20xx,041719-CR,English,48,CP
SchneiderEtAl_20xx,041719-E,English,42,CP
SchneiderEtAl_20xx,041719-LC,English,41,CP
SchneiderEtAl_20xx,071519-OL,English,39,2
SchneiderEtAl_20xx,071219-BG,English,30,2
SchneiderEtAl_20xx,071019-W,English,45,CP
SchneiderEtAl_20xx,071019-TR,English,47,CP
SchneiderEtAl_20xx,071019-S,English,46,2
SchneiderEtAl_20xx,071019-S2,English,32,3
SchneiderEtAl_20xx,071019-MF,English,43,CP
SchneiderEtAl_20xx,071019-K,English,43,CP
SchneiderEtAl_20xx,071019-C,English,41,2
SchneiderEtAl_20xx,070919-GR,English,36,2
SchneiderEtAl_20xx,070319-ZA,English,47,CP
SchneiderEtAl_20xx,070319-AA,English,47,CP
SchneiderEtAl_20xx,070219-SP,English,32,3
SchneiderEtAl_20xx,070119-L,English,41,CP
SchneiderEtAl_20xx,070119-KT,English,47,CP
SchneiderEtAl_20xx,062819-OF,English,46,2
SchneiderEtAl_20xx,062819-GS,English,37,1
SchneiderEtAl_20xx,062819-CB,English,47,CP
SchneiderEtAl_20xx,062719-GA,"English, French",46,CP
SchneiderEtAl_20xx,062719-AL,English,47,5
SchneiderEtAl_20xx,062719-AC,"English, Cantonese",46,CP
SchneiderEtAl_20xx,062519-AD,"English, Vietnamese",39,4
SchneiderEtAl_20xx,062419-MB,English,43,CP
SchneiderEtAl_20xx,062119-RM,English,31,1
SchneiderEtAl_20xx,062119-EG,English,29,1
SchneiderEtAl_20xx,061219-OM,English,45,2
SchneiderEtAl_20xx,061219-NZ,English,29,1
SchneiderEtAl_20xx,061219-LE,English,30,2
SchneiderEtAl_20xx,061219-L,English,45,2
SchneiderEtAl_20xx,061219-KH,English,38,3
SchneiderEtAl_20xx,061219-IS,English,31,3
SchneiderEtAl_20xx,061219-G,English,45,CP
SchneiderEtAl_20xx,061219-FL,English,33,CP
SchneiderEtAl_20xx,061219-DV,"English, Tamil",40,1
SchneiderEtAl_20xx,061219-DC,English,48,CP
SchneiderEtAl_20xx,061219-BH,English,29,1
SchneiderEtAl_20xx,061219-AL,English,32,3
SchneiderEtAl_20xx,061119-RB,English,38,2
SchneiderEtAl_20xx,060719-MV,English,37,CP
SchneiderEtAl_20xx,060619-V,English,36,2
SchneiderEtAl_20xx,060619-CH,English,37,1
SchneiderEtAl_20xx,060519-S,English,47,CP
SchneiderEtAl_20xx,060519-B,English,47,1
SchneiderEtAl_20xx,060419-R,English,37,2
SchneiderEtAl_20xx,060419-K1,English,40,1
SchneiderEtAl_20xx,060419-JB,English,39,2
SchneiderEtAl_20xx,060419-J1,English,29,2
SchneiderEtAl_20xx,060419-B,English,39,1
SchneiderEtAl_20xx,053119-MK,English,45,CP
SchneiderEtAl_20xx,053119-KO,English,40,2
SchneiderEtAl_20xx,053119-EM,English,42,CP
SchneiderEtAl_20xx,053119-CF,English,42,CP
SchneiderEtAl_20xx,053119-AM,English,46,2
SchneiderEtAl_20xx,052819-LC,English,45,3
SchneiderEtAl_20xx,052219-HF,English,27,3
SchneiderEtAl_20xx,051719-J,English,46,CP
SchneiderEtAl_20xx,051719-AM,English,32,1
SchneiderEtAl_20xx,051519-OB,English,38,2
SchneiderEtAl_20xx,050819-C,English,44,CP
SchneiderEtAl_20xx,050719-SW,English,49,CP
SchneiderEtAl_20xx,042919-MF,English,32,1
SchneiderEtAl_20xx,042919-BQ,English,33,1
SchneiderEtAl_20xx,042919-BP,English,46,CP
SchneiderEtAl_20xx,042519-MG,English,37,CP
SchneiderEtAl_20xx,042419-M,English,36,2
SchneiderEtAl_20xx,042419-HW,English,45,4
SchneiderEtAl_20xx,042419-E,English,40,4
SchneiderEtAl_20xx,041819-DS,English,47,CP
SchneiderEtAl_20xx,041719-SK,English,36,3
SchneiderEtAl_20xx,041719-RO,English,42,CP
SchneiderEtAl_20xx,041719-NJ,English,44,1
SchneiderEtAl_20xx,041719-JA,English,48,4
SchneiderEtAl_20xx,041719-BD,English,47,CP
SchneiderYen_20xx,120519-WD,English,57,CP
SchneiderYen_20xx,120519-MN,English,56,CP
SchneiderYen_20xx,120519-AY,English,53,CP
SchneiderYen_20xx,120519-AS,English,57,CP
SchneiderYen_20xx,120519-BR,English,56,4
SchneiderYen_20xx,120519-N,English,63,CP
SchneiderYen_20xx,120519-IP,English,63,4
SchneiderYen_20xx,120719-125,English,50,2
SchneiderYen_20xx,120719-63,English,45,1
SchneiderYen_20xx,120719-110,English,73,CP
SchneiderYen_20xx,120719-116,English,68,CP
SchneiderYen_20xx,120719-12,English,47,CP
SchneiderYen_20xx,120719-62,English,58,CP
SchneiderYen_20xx,121619-OP,English,70,CP
SchneiderYen_20xx,010720-S2,English,43,4
SchneiderYen_20xx,010720-M,English,53,CP
SchneiderYen_20xx,010720-C,English,66,CP
SchneiderYen_20xx,010620-S,English,52,CP
SchneiderYen_20xx,010620-C,English,59,CP
SchneiderYen_20xx,010620-C2,English,71,CP
SchneiderYen_20xx,010620-E,English,55,CP
SchneiderYen_20xx,010620-J,English,61,CP
SchneiderYen_20xx,011620-EP,English,46,4
SchneiderYen_20xx,011620-OC,English,47,CP
SchneiderYen_20xx,011620-BT,English,59,4
SchneiderYen_20xx,011620-TR,English,41,3
SchneiderYen_20xx,011620-CF,English,50,4
SchneiderYen_20xx,011620-AA,English,60,CP
SchneiderYen_20xx,011620-EM,"English, Cantonese",51,CP
SchneiderYen_20xx,011620-EC,English,53,5
SchneiderYen_20xx,011620-EB,English,50,4
SchneiderYen_20xx,011620-AM,English,53,CP
SchneiderYen_20xx,011620-AH,English,51,CP
SchneiderYen_20xx,011620-CH,English,39,CP
SchneiderYen_20xx,011620-BA,English,46,2
SchneiderYen_20xx,011820-EL,English,67,CP
SchneiderYen_20xx,010620-A,English,59,CP
SchneiderYen_20xx,020420-DL,English,47,1
SchneiderYen_20xx,020420-JB,English,50,3
SchneiderYen_20xx,020420-FRJ,English,49,3
SchneiderYen_20xx,020420-EMH,English,48,3
SchneiderYen_20xx,020420-MK,English,55,2
SchneiderYen_20xx,020420-AS,English,62,CP
SchneiderYen_20xx,020420-ZL,English,60,CP
SchneiderYen_20xx,020420-EC,English,56,CP
SchneiderYen_20xx,020420-EM,English,44,3
SchneiderYen_20xx,020420-AH,English,47,1
SchneiderYen_20xx,020420-DE,English,46,3
SchneiderYen_20xx,020420-NN,English,48,2
SchneiderYen_20xx,020420-AM,English,45,0
SchneiderYen_20xx,020620-SP,English,64,CP
SchneiderYen_20xx,020620-CVC,English,65,CP
SchneiderYen_20xx,020620-ES,English,56,CP
SchneiderYen_20xx,020620-PT,English,56,CP
SchneiderYen_20xx,020620-AO,English,65,CP
SchneiderYen_20xx,020620-DH,English,49,CP
SchneiderYen_20xx,020620-TS,English,47,4
SchneiderYen_20xx,020620-TC,English,53,CP
SchneiderYen_20xx,020620-LH,English,57,CP
SchneiderYen_20xx,020620-SJ,English,52,CP
SchneiderYen_20xx,020620-KH,English,61,CP
SchneiderYen_20xx,020620-CD,English,51,CP
SchneiderYen_20xx,020620-LM,English,49,5
SchneiderYen_20xx,020620-JFM,English,52,CP
SchneiderYen_20xx,020720-J,English,47,4
SchneiderYen_20xx,020720-AM,English,47,2
SchneiderYen_20xx,020720-M,English,67,CP
SchneiderYen_20xx,020720-Q,English,59,CP
SchneiderYen_20xx,022920-LW,English,47,1
SchneiderYen_20xx,030120-LA,English,47,CP
SchneiderYen_20xx,030120-BC,English,36,3
SchneiderYen_20xx,030120-KK,English,48,2
SchneiderYen_20xx,030120-TM,English,46,2
SchneiderYen_20xx,030120-CW,English,39,4
SchneiderYen_20xx,030320-AS,English,48,3
SchneiderYen_20xx,030320-CR,English,44,3
SchneiderYen_20xx,030320-HK,English,47,CP
SchneiderYen_20xx,030320-HO,English,44,CP
SchneiderYen_20xx,030720-MK,English,40,3
SchneiderYen_20xx,030720-M,English,42,2
SchneiderYen_20xx,031020-O,English,41,3
SchneiderYen_20xx,031020-D,English,45,2
SchneiderYen_20xx,031020-H,English,39,3
SchneiderYen_20xx,031020-BN,English,54,4
SchneiderYen_20xx,031020-AH,English,39,2
Almoammer2013,1,Saudi,40,2
Almoammer2013,2,Saudi,42,2
Almoammer2013,3,Saudi,36,0
Almoammer2013,4,Saudi,39,0
Almoammer2013,5,Saudi,40,1
Almoammer2013,6,Saudi,41,2
Almoammer2013,7,Saudi,40,1
Almoammer2013,8,Saudi,40,4
Almoammer2013,10,Saudi,40,3
Almoammer2013,11,Saudi,39,3
Almoammer2013,12,Saudi,42,2
Almoammer2013,13,Saudi,41,1
Almoammer2013,14,Saudi,41,1
Almoammer2013,15,Saudi,40,5
Almoammer2013,16,Saudi,36,1
Almoammer2013,17,Saudi,39,1
Almoammer2013,18,Saudi,42,3
Almoammer2013,19,Saudi,37,0
Almoammer2013,20,Saudi,39,2
Almoammer2013,21,Saudi,38,2
Almoammer2013,22,Saudi,43,2
Almoammer2013,23,Saudi,42,3
Almoammer2013,24,Saudi,47,2
Almoammer2013,25,Saudi,43,2
Almoammer2013,26,Saudi,46,2
Almoammer2013,27,Saudi,43,1
Almoammer2013,28,Saudi,42,5
Almoammer2013,29,Saudi,45,2
Almoammer2013,30,Saudi,47,5
Almoammer2013,31,Saudi,44,5
Almoammer2013,32,Saudi,44,4
Almoammer2013,33,Saudi,44,2
Almoammer2013,34,Saudi,44,2
Almoammer2013,35,Saudi,43,2
Almoammer2013,36,Saudi,46,2
Almoammer2013,37,Saudi,47,3
Almoammer2013,38,Saudi,47,4
Almoammer2013,39,Saudi,42,2
Almoammer2013,40,Saudi,42,2
Almoammer2013,41,Saudi,46,2
Almoammer2013,42,Saudi,44,5
Almoammer2013,43,Saudi,49,4
Almoammer2013,44,Saudi,53,5
Almoammer2013,45,Saudi,53,5
Almoammer2013,46,Saudi,52,3
Almoammer2013,47,Saudi,52,2
Almoammer2013,48,Saudi,51,2
Almoammer2013,49,Saudi,50,5
Almoammer2013,50,Saudi,54,5
Almoammer2013,51,Saudi,53,5
Almoammer2013,52,Saudi,52,5
Almoammer2013,53,Saudi,54,5
Almoammer2013,54,Saudi,53,5
Almoammer2013,55,Saudi,53,5
Almoammer2013,56,Saudi,51,2
Almoammer2013,57,Saudi,53,5
Almoammer2013,58,Saudi,51,2
Almoammer2013,59,Saudi,50,1
Almoammer2013,60,Saudi,52,3
Almoammer2013,61,Saudi,51,1
Almoammer2013,62,Saudi,52,3
Almoammer2013,63,Saudi,50,5
Almoammer2013,64,Saudi,51,3
